USDA accession,host plant name,common name,source,geographic source,taxonomy,note
USDA1782,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1781,Medicago falcata,"yellow lucerne, sickle medick",,,,
USDA1780,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA178,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1779,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1778,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1777,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1776,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1775,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1774,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1773,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1772,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1771,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1770,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA177,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium japonicum,
USDA1769,Medicago sativa,alfalfa,"Peter Marum, State Agricultural Research, Loken, Norway","Loken, Norway, 10/88",,
USDA1768,Medicago sativa,alfalfa,"Peter Marum, State Agricultural Research, Loken, Norway","Loken, Norway, 10/88",,
USDA1767,Medicago sativa,alfalfa,"Peter Marum, State Agricultural Research, Loken, Norway","Loken, Norway, 10/88",,
USDA1766,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA1765,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA1764,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA1763,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA1762,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA1761,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA1760,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Murtazabad, Pakistan, 1985",,
USDA176,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium japonicum,
USDA1759,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1758,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1757,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1756,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1755,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1754,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1753,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1752,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1751,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Valley, Pakistan, 1985",,
USDA1750,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA175,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1749,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1748,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1747,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1746,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1745,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1744,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1743,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jalabad, Pakistan, 1985",,
USDA1742,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1741,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1740,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA174,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1739,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1738,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1737,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1736,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1735,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1734,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Kachura, Pakistan, 1986",,
USDA1733,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1732,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1731,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1730,Medicago sativa,alfalfa,"Zygmunt Staszewski, Plant Breeding and Acclimation Institute, Blonie, Poland, 6/27/88","Cracow, Poland, 5/9/88",,
USDA173,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1729,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1728,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1727,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1726,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1725,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1724,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1723,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Rhondu, Pakistan, 1986",,
USDA1722,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Rhondu, Pakistan, 1986",,
USDA1721,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Rhondu, Pakistan, 1986",,
USDA1720,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Rhondu, Pakistan, 1986",,
USDA172,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1719,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Rhondu, Pakistan, 1986",,
USDA1718,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1717,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1716,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1715,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1714,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1713,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1712,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1711,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA1710,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Busin, Pakistan, 1985",,
USDA171,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1709,Medicago sativa varia,alfalfa,"Zygmunt Staszewski, Plant Breeding and Acclimation Institute, Blonie, Poland, 6/27/88","Radzikow Field No. 12, Poland, 5/9/88",,Unavailable
USDA1708,Medicago sativa varia,alfalfa,"Zygmunt Staszewski, Plant Breeding and Acclimation Institute, Blonie, Poland, 6/27/88","Radzikow Field No. 12, Poland, 5/9/88",,Alluvial clay
USDA1707,Medicago sativa,alfalfa,"Hans Arne Jonsson, Weibullsholm Plant Breeding Institue, Landskrona, Sweden., 12/12/87","Weibullshom trial field, Sweden, 11/25/87",,Clay loam
USDA1706,Medicago sativa,alfalfa,"Hans Arne Jonsson, Weibullsholm Plant Breeding Institue, Landskrona, Sweden., 12/12/87","Tofterup, South Sweden, 11/25/87",,Loamy sand
USDA1705,Medicago sativa,alfalfa,"Hans Arne Jonsson, Weibullsholm Plant Breeding Institue, Landskrona, Sweden., 12/12/87","Tofterup, South Sweden, 11/25/87",,Loamy sand
USDA1704,Medicago sativa,alfalfa,"Hans Arne Jonsson, Weibullsholm Plant Breeding Institue, Landskrona, Sweden., 12/12/87","Haljarp, South Sweden, 11/25/87",,Sandy
USDA1703,Medicago sativa,alfalfa,"Hans Arne Jonsson, Weibullsholm Plant Breeding Institue, Landskrona, Sweden., 12/12/87","Weibullshom trial field, Sweden, 11/25/87",,Sandy
USDA1702,Medicago sativa,alfalfa,"Hans Arne Jonsson, Weibullsholm Plant Breeding Institue, Landskrona, Sweden., 12/12/87","Weibullshom trial field, Sweden, 11/25/87",,Clay loam
USDA1701,Medicago sativa,alfalfa,"Georg Cadisch, Institute of Plant Sciences, University of Bern. 8/8/88","Bellinzona, Ticino, Switzerland",,Acid
USDA1700,Medicago sativa,alfalfa,"Georg Cadisch, Institute of Plant Sciences, University of Bern. 8/8/88","Bellinzona, Ticino, Switzerland",,Acid
USDA170,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA17,Glycine max,soybean,Wolk Z. Saric,"Yugoslavia, 1955",Bradyrhizobium japonicum,ineffective for nitrogen fixation
USDA1699,Medicago satvia,alfalfa,"Georg Cadisch, Institute of Plant Sciences, University of Bern. 8/8/88","Zurich, Switzerland",,Cambisol
USDA1698,Medicago sativa,alfalfa,"Georg Cadisch, Institute of Plant Sciences, University of Bern. 8/8/88","Barzheim, Schaffhausen, Switzerland",,Medium sandy loam
USDA1697,Medicago sativa,alfalfa,"Georg Cadisch, Institute of Plant Sciences, University of Bern. 8/8/88","Barzheim, Schaffhausen, Switzerland",,Medium sandy loam
USDA1696,Medicago sativa,alfalfa,"Georg Cadisch, Institute of Plant Sciences, University of Bern. 8/8/88","Barzheim, Schaffhausen, Switzerland",,Medium sandy loam
USDA1695,,,8/8/88,"Villeneuve-d'Ascq, France, 11/6/87",Sinorhizobium meliloti,"host for bacteriophage HER 291, From Dr. Michel Werquin, Universite des Sciences Techniques de Lille"
USDA1694,,,8/8/88,"Villeneuve-d'Ascq, France, 7/86",Sinorhizobium meliloti,"host for bacteriophage 18 (HER 249) From Dr. Michel Werquin, Universite des Sciences Techniques de Lille"
USDA1693,,,8/8/88,"Villeneuve-d'Ascq, France, 4/7/82",Sinorhizobium meliloti,"host for bacteriophage 17 and 19 (HER 178 and HER 250), From Dr. Michel Werquin, Universite des Sciences Techniques de Lille"
USDA1692,,,"Dr. Michel Werquin, Universite des Sciences et Techniques de Lille, France, 8/8/88","Villeneuve-d'Ascq, France, 4/7/82",Sinorhizobium meliloti,"host for bacteriophage 16 (HER 177), From Dr. Michel Werquin, Universite des Sciences Techniques de Lille"
USDA1691,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 15 (HER 126), Originally from Dr. C. Burton, Nitragin Co., deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada"
USDA1690,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 14 (HER 125), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA169,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1689,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 13 (HER 124), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1688,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 12 (HER 123), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1687,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 11 (HER 122), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1686,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 10(HER 121), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1685,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 9 (HER 120), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1684,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 8 (HER 119), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1683,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 7 (HER 118), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1682,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 6 (HER 117), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1681,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 5 (HER 116), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1680,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88",6/21/82,Sinorhizobium meliloti,"host for bacteriophage 4 (HER 115), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA168,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1679,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88","Rhodesia, 6/21/82",Sinorhizobium meliloti,"host for bacteriophage 3 (HER 114), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1678,,,"S.M. Lesley, Chemistry and Biology Research Institute, Research Branch, Canada Department of Agriculture, Ottawa, Ontario, Canada, 8/8/88","Rhodesia, 6/21/82",Sinorhizobium meliloti,"host for bacteriophage 1 (ER 122), deposited by S.M. Lesley, Chemistry and Biology Research Institute, Canada."
USDA1677,Medicago orbicularis,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Iraklitsa, Greece",,"Silky loam sand, From Dr. John Howieson, Western Australian Dept. of Agriculture."
USDA1676,Medicago sativa,alfalfa,"Dr. Michel Werquin, Universite des Sciences et Techniques de Lille, France, 8/8/88","Villeneuve-d'Ascq, France, 1972",,"host for bacteriophage number 21 (HER 79), Universite des Sciences Techniques de Lille"
USDA1675,Medicago turbinata,southern medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Evdilos, Greece",,Sandy loam
USDA1674,Medicago polymorpha,burclover var. vulgaris,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Evdilos, Greece",,Sandy loam
USDA1673,Medicago intertexta,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Naxos, Greece",,Deep sand
USDA1672,Medicago orbicularis,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Naxos, Greece",,Sandy loam
USDA1671,Medicago coronata,crown medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Naxos, Greece",,Sandy loam
USDA1670,Medicago truncatula,"barrelclover, barrel medic","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Ano mera, Greece",,Fine sandy loam
USDA167,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1669,Trigonella spp.,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Ano mera, Greece",,Sand
USDA1668,Medicago truncatula,"barrelclover, barrel medic","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Elia Beach, Greece",,Coarse sand
USDA1667,Medicago polymorpha,burclover var. vulgaris,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Ano mera, Greece",,Sandy loam
USDA1666,Medicago marina,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Asprovolta, Greece",,Sand
USDA1665,Medicago murex,spiny medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Tinos, Greece",,Sand
USDA1664,Medicago truncatula,"barrelclover, barrel medic","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Tinos, Greece",,Sandy loam
USDA1663,Medicago polymorpha,burclover var. vulgaris,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Tinos, Greece",,Sand
USDA1662,Medicago littoralis,"medic, strand","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Ouranopolis, Greece",,Coarse loamy sand
USDA1661,Medicago constricta,globe medic,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Agios Nikitas, Greece",,Sandy clay loam
USDA1660,Medicago praecox,Small-leaved Burr Medic,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Andros, Greece",,Sand
USDA166,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1659,Medicago littoralis,"medic, strand","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Olympiada, Greece",,Sand
USDA1659,Medicago littoralis,"medic, strand",,,,
USDA1658,Medicago littoralis,"medic, strand","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Santorini, Greece",,Fine loamy sand
USDA1657,Medicago orbicularis,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Andros, Greece",,Sandy loam
USDA1656,Medicago constricta,globe medic,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Asprovolta, Greece",,Deep sand
USDA1655,Medicago ridgidula,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Samos, Greece",,Sandy loam
USDA1654,Medicago murex,spiny medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87",,,Sandy loam
USDA1653,Medicago murex,spiny medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Andros, Greece",,Shallow loam
USDA1652,Medicago littoralis,"medic, strand","Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Andros, Greece",,Sandy loam
USDA1651,Medicago sp.,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87",Nepal,,
USDA1650,Medicago sp.,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87",Nepal,,
USDA165,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1649,Medicago sp.,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87",Nepal,,
USDA1648,Medicago sp.,,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87",Nepal,,
USDA1647,Medicago murex,spiny medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Arzachena, Sardinia",,Clay
USDA1646,Medicago murex,spiny medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Palau, Sardinia",,Course sand
USDA1645,Medicago polymorpha,burclover var. vulgaris,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Arzachena, Sardinia",,Sandy loam
USDA1644,Medicago murex,spiny medick,"Dr. John Howieson, Western Australia Dept. of Agriculture, 11/87","Calangianis, Sardinia",,Sandy loam
